formula,nombre,tipo_compuesto,descripcion,geometria_molecular,reacciones_tipicas,n_elementos,total_atomos,masa_molar,n_H,n_C,n_N,n_O,n_S,n_P,n_halogen,n_metal,n_nonmetal,hc_ratio,ho_ratio,co_ratio,no_ratio,tiene_OH,tiene_COOH,tiene_CO3,tiene_SO4,tiene_NO3,tiene_NO2,tiene_PO4,tiene_NH,es_diatomica,es_homoatomica,es_acido,es_base,es_sal,es_oxido,es_organica,tiene_carbono,tiene_nitrogeno,tiene_oxigeno,tiene_fosforo,tiene_azufre,tiene_metal,n_tipos_metal,oxido_Fe_tipo,es_Fe_oxido_III,es_Fe_oxido_II_III,es_nitrato,es_nitrito,es_fluoruro,es_cloruro,es_bromuro,es_yoduro,ratio_O_total,ratio_metal_total,es_oxoacido,es_anhidrido,n_enlaces_estimados,tipo_enlace,es_geometria_lineal,n_atomos_3d,n_bonds_3d,spread_3d,max_dist_3d,es_lineal_3d,tiene_coords_3d,bond_ratio_3d,centroide_x,centroide_y,centroide_z
MnOOH,Oxihidróxido de manganeso,Base/Hidróxido,Manganita. Batería alcalina.,Octaédrico / Angular,,3,4,87.944,1,0,0,2,0,0,0,1,3,0.0,0.5,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0,3,iónico,0,4,3,0.0,0.0,0,0,0.75,0.0,0.0,0.0
FeO,Monóxido de hierro II,Óxido,Wüstita. Óxido ferroso. Intermedio metalúrgico.,Lineal / Angular,,2,2,71.844,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,iónico,1,2,1,0.0,0.0,1,0,0.5,0.0,0.0,0.0
CuO,Monóxido de cobre II,Óxido,Tenorita. Pigmento negro. Catalizador.,Lineal / Angular,,2,2,79.545,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,iónico,1,2,1,0.0,0.0,1,0,0.5,0.0,0.0,0.0
Cu₂O,Monóxido de dicobre (óxido cuproso),Óxido,Cuprita. Rojo cereza. Fungicida.,Lineal / Angular,,2,3,143.091,0,0,0,1,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.3333,0.6667,0,0,2,iónico,1,3,2,0.0,0.0,1,0,0.6667,0.0,0.0,0.0
NiO,Monóxido de níquel,Óxido,Baterías. Catalizador. Pigmento verde.,Lineal / Angular,,2,2,74.692,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,iónico,1,2,1,0.0,0.0,1,0,0.5,0.0,0.0,0.0
CoO,Monóxido de cobalto,Óxido,Pigmento azul cobalto. Vidrio.,Lineal / Angular,,2,2,74.932,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,iónico,1,2,1,0.0,0.0,1,0,0.5,0.0,0.0,0.0
MnO,Monóxido de manganeso,Óxido,Mineral. Acero especial. Catalizador.,Lineal / Angular,,2,2,70.937,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,iónico,1,2,1,0.0,0.0,1,0,0.5,0.0,0.0,0.0
ZnO,Monóxido de zinc,Óxido,Óxido de zinc. Protector solar. Semiconduct.,Lineal / Angular,,2,2,81.379,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,iónico,1,2,1,0.0,0.0,1,0,0.5,0.0,0.0,0.0
PbO,Monóxido de plomo,Óxido,Litargirio (amarillo). Masicot. Vidrio plomo.,Lineal / Angular,,2,2,223.199,0,0,0,1,0,1,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,iónico,1,2,1,0.0,0.0,1,0,0.5,0.0,0.0,0.0
SnO,Monóxido de estaño II,Óxido,Azul-negro. Reductor. Cerámicas.,Lineal / Angular,,2,2,134.709,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,iónico,1,2,1,0.0,0.0,1,0,0.5,0.0,0.0,0.0
HgO,Monóxido de mercurio II,Óxido,Rojo/amarillo. Produce O₂ al calentar.,Lineal / Angular,,2,2,216.591,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,iónico,1,2,1,0.0,0.0,1,0,0.5,0.0,0.0,0.0
Ag₂O,Monóxido de plata,Óxido,Negro. Pilas de botón. Bactericida.,Lineal / Angular,,2,3,231.735,0,0,0,1,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.3333,0.6667,0,0,2,iónico,1,3,2,0.0,0.0,1,0,0.6667,0.0,0.0,0.0
BaO,Monóxido de bario,Óxido,Periclasa de bario. Catalizador. Absorbente.,Lineal / Angular,,2,2,153.326,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,iónico,1,2,1,0.0,0.0,1,0,0.5,0.0,0.0,0.0
SrO,Monóxido de estroncio,Óxido,Cal de estroncio. Pirotecnia.,Lineal / Angular,,2,2,103.619,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,iónico,1,2,1,0.0,0.0,1,0,0.5,0.0,0.0,0.0
Li₂O,Monóxido de litio,Óxido,Vidrios especiales. Síntesis.,Lineal / Angular,,2,3,29.881,0,0,0,1,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.3333,0.6667,0,0,2,iónico,1,3,2,0.0,0.0,1,0,0.6667,0.0,0.0,0.0
K₂O,Monóxido de potasio,Óxido,Óxido básico muy reactivo.,Lineal / Angular,,2,3,94.195,0,0,0,1,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.3333,0.6667,0,0,2,iónico,1,3,2,0.0,0.0,1,0,0.6667,0.0,0.0,0.0
Rb₂O,Monóxido de rubidio,Óxido,Muy reactivo con agua y aire.,Lineal / Angular,,2,3,186.935,0,0,0,1,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.3333,0.6667,0,0,2,iónico,1,3,2,0.0,0.0,1,0,0.6667,0.0,0.0,0.0
Cs₂O,Monóxido de cesio,Óxido,Muy reactivo. Fotocátodo.,Lineal / Angular,,2,3,281.809,0,0,0,1,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.3333,0.6667,0,0,2,iónico,1,3,2,0.0,0.0,1,0,0.6667,0.0,0.0,0.0
CrO,Monóxido de cromo II,Óxido,Inestable. Intermedio de reacción.,Lineal / Angular,,2,2,67.995,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,iónico,1,2,1,0.0,0.0,1,0,0.5,0.0,0.0,0.0
VO,Monóxido de vanadio,Óxido,Conductor metálico. Semiconductores.,Lineal / Angular,,2,2,66.941,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,iónico,1,2,1,0.0,0.0,1,0,0.5,0.0,0.0,0.0
GeO,Monóxido de germanio,Óxido,Semiconductor. Fibra óptica.,Lineal / Angular,,2,2,88.629,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,iónico,1,2,1,0.0,0.0,1,0,0.5,0.0,0.0,0.0
InO,Monóxido de indio,Óxido,Semiconductor. LED azul precursor.,Lineal / Angular,,2,2,130.817,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,iónico,1,2,1,0.0,0.0,1,0,0.5,0.0,0.0,0.0
GaO,Óxido de galio,Óxido,Semiconductor de banda ancha.,Lineal / Angular,,2,2,85.722,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,iónico,1,2,1,0.0,0.0,1,0,0.5,0.0,0.0,0.0
TiO,Monóxido de titanio,Óxido,Conductor. No estequiométrico.,Lineal / Angular,,2,2,63.866,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,iónico,1,2,1,0.0,0.0,1,0,0.5,0.0,0.0,0.0
WO,Monóxido de wolframio,Óxido,Inestable. Síntesis de WO₃.,Lineal / Angular,,2,2,199.839,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,iónico,1,2,1,0.0,0.0,1,0,0.5,0.0,0.0,0.0
SnO₂,Dióxido de estaño,Óxido,Casiterita. Conductor transparente ITO.,Lineal / Angular,,2,3,150.708,0,0,0,2,0,0,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,2,iónico,1,3,2,0.0,0.0,1,0,0.6667,0.0,0.0,0.0
PbO₂,Dióxido de plomo,Óxido,Oxidante. Batería plomo-ácido (positivo).,Lineal / Angular,,2,3,239.198,0,0,0,2,0,1,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,2,iónico,1,3,2,0.0,0.0,1,0,0.6667,0.0,0.0,0.0
MnO₂,Dióxido de manganeso,Óxido,Pirolusita. Batería seca. Oxidante.,Lineal / Angular,,2,3,86.936,0,0,0,2,0,0,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,2,iónico,1,3,2,0.0,0.0,1,0,0.6667,0.0,0.0,0.0
CrO₂,Dióxido de cromo,Óxido,Ferromagnético. Cinta magnética (casetes).,Lineal / Angular,,2,3,83.994,0,0,0,2,0,0,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,2,iónico,1,3,2,0.0,0.0,1,0,0.6667,0.0,0.0,0.0
VO₂,Dióxido de vanadio,Óxido,Transición metal-aislante. Ventanas inteligentes.,Lineal / Angular,,2,3,82.94,0,0,0,2,0,0,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,2,iónico,1,3,2,0.0,0.0,1,0,0.6667,0.0,0.0,0.0
NbO₂,Dióxido de niobio,Óxido,Superconductor. Condensadores.,Lineal / Angular,,2,3,61.998,0,0,0,2,0,0,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,2,iónico,1,3,2,0.0,0.0,1,0,0.6667,0.0,0.0,0.0
RuO₂,Dióxido de rutenio,Óxido,Electrodo de dimensión estable. Catálisis.,Lineal / Angular,,2,3,61.998,0,0,0,2,0,0,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,2,iónico,1,3,2,0.0,0.0,1,0,0.6667,0.0,0.0,0.0
IrO₂,Dióxido de iridio,Óxido,Electrólisis de agua. PEM.,Lineal / Angular,,2,3,61.998,0,0,0,2,0,0,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,2,iónico,1,3,2,0.0,0.0,1,0,0.6667,0.0,0.0,0.0
OsO₄,Tetróxido de osmio,Óxido,Tinción biológica. Muy tóxico.,Lineal / Angular,,2,5,93.996,0,0,0,4,0,0,0,1,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.8,0.2,0,0,4,iónico,1,5,4,0.0,0.0,1,0,0.8,0.0,0.0,0.0
CeO₂,Dióxido de cerio,Óxido,Catalizador convertidor catalítico.,Lineal / Angular,,2,3,172.114,0,0,0,2,0,0,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,2,iónico,1,3,2,0.0,0.0,1,0,0.6667,0.0,0.0,0.0
ThO₂,Dióxido de torio,Óxido,Radiactivo. Punto de fusión más alto.,Lineal / Angular,,2,3,264.036,0,0,0,2,0,0,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,2,iónico,1,3,2,0.0,0.0,1,0,0.6667,0.0,0.0,0.0
UO₂,Dióxido de uranio,Óxido,Combustible nuclear. Uraninita.,Lineal / Angular,,2,3,270.027,0,0,0,2,0,0,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,2,iónico,1,3,2,0.0,0.0,1,0,0.6667,0.0,0.0,0.0
ZrO₂,Dióxido de zirconio,Óxido,Circonia. Cerámica dental. Abrasivo.,Lineal / Angular,,2,3,123.222,0,0,0,2,0,0,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,2,iónico,1,3,2,0.0,0.0,1,0,0.6667,0.0,0.0,0.0
HfO₂,Dióxido de hafnio,Óxido,Dieléctrico de alta K. Transistores.,Lineal / Angular,,2,3,61.998,0,0,0,2,0,0,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,2,iónico,1,3,2,0.0,0.0,1,0,0.6667,0.0,0.0,0.0
Cr₂O₃,Trióxido de dicromo (óxido crómico),Óxido,Verde cromo. Pigmento. Corindón verde.,Lineal / Angular,,2,5,151.989,0,0,0,3,0,0,0,2,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6,0.4,0,0,4,iónico,1,5,4,0.0,0.0,1,0,0.8,0.0,0.0,0.0
Mn₂O₃,Trióxido de dimanganeso,Óxido,Bixbyita. Batería Li.,Lineal / Angular,,2,5,157.873,0,0,0,3,0,0,0,2,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6,0.4,0,0,4,iónico,1,5,4,0.0,0.0,1,0,0.8,0.0,0.0,0.0
In₂O₃,Trióxido de indio,Óxido,ITO (con Sn). Pantallas táctiles.,Lineal / Angular,,2,5,277.633,0,0,0,3,0,0,0,2,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6,0.4,0,0,4,iónico,1,5,4,0.0,0.0,1,0,0.8,0.0,0.0,0.0
Ga₂O₃,Trióxido de galio,Óxido,Semiconductor β-Ga₂O₃. Electrónica potencia.,Lineal / Angular,,2,5,187.443,0,0,0,3,0,0,0,2,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6,0.4,0,0,4,iónico,1,5,4,0.0,0.0,1,0,0.8,0.0,0.0,0.0
Tl₂O₃,Trióxido de talio,Óxido,Semiconductor. Muy tóxico.,Lineal / Angular,,2,5,456.763,0,0,0,3,0,0,0,2,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6,0.4,0,0,4,iónico,1,5,4,0.0,0.0,1,0,0.8,0.0,0.0,0.0
Bi₂O₃,Trióxido de bismuto,Óxido,Pigmento amarillo. Detector de rayos X.,Lineal / Angular,,2,5,465.957,0,0,0,3,0,0,0,2,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6,0.4,0,0,4,iónico,1,5,4,0.0,0.0,1,0,0.8,0.0,0.0,0.0
CrO₃,Trióxido de cromo (ácido crómico),Óxido,Fuerte oxidante. Cromado electrolítico.,Lineal / Angular,,2,4,99.993,0,0,0,3,0,0,0,1,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.75,0.25,0,0,3,iónico,1,4,3,0.0,0.0,1,0,0.75,0.0,0.0,0.0
MoO₃,Trióxido de molibdeno,Óxido,Catalizador HDS. Lubricante sólido.,Lineal / Angular,,2,4,143.957,0,0,0,3,0,0,0,1,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.75,0.25,0,0,3,iónico,1,4,3,0.0,0.0,1,0,0.75,0.0,0.0,0.0
WO₃,Trióxido de wolframio,Óxido,Electrocrómico. Ventanas inteligentes.,Lineal / Angular,,2,4,231.837,0,0,0,3,0,0,0,1,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.75,0.25,0,0,3,iónico,1,4,3,0.0,0.0,1,0,0.75,0.0,0.0,0.0
V₂O₅,Pentóxido de vanadio,Óxido,Catalizador síntesis H₂SO₄ (proceso contacto).,Lineal / Angular,,2,7,181.879,0,0,0,5,0,0,0,2,5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.7143,0.2857,0,0,6,iónico,1,7,6,0.0,0.0,1,0,0.8571,0.0,0.0,0.0
Re₂O₇,Heptóxido de renio,Óxido,Catalizador. Más denso de los óxidos.,Lineal / Angular,,2,9,171.993,0,0,0,7,0,0,0,2,7,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.7778,0.2222,0,0,8,iónico,1,9,8,0.0,0.0,1,0,0.8889,0.0,0.0,0.0
Na₂O₂,Peróxido de sodio,Peróxido,Oxidante. Blanqueador. Fuente de O₂.,Angular (O₂²⁻),,2,4,77.978,0,0,0,2,0,0,0,2,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,3,iónico,0,4,3,0.0,0.0,0,0,0.75,0.0,0.0,0.0
K₂O₂,Peróxido de potasio,Peróxido,Oxidante fuerte. Muy reactivo.,Angular (O₂²⁻),,2,4,110.194,0,0,0,2,0,0,0,2,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,3,iónico,0,4,3,0.0,0.0,0,0,0.75,0.0,0.0,0.0
Li₂O₂,Peróxido de litio,Peróxido,Absorbente CO₂. Equipos de emergencia.,Angular (O₂²⁻),,2,4,45.88,0,0,0,2,0,0,0,2,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,3,iónico,0,4,3,0.0,0.0,0,0,0.75,0.0,0.0,0.0
BaO₂,Peróxido de bario,Peróxido,Blanqueador. Síntesis de H₂O₂.,Angular (O₂²⁻),,2,3,169.325,0,0,0,2,0,0,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,2,iónico,0,3,2,0.0,0.0,0,0,0.6667,0.0,0.0,0.0
CaO₂,Peróxido de calcio,Peróxido,Liberación lenta O₂. Tratamiento de suelos.,Angular (O₂²⁻),,2,3,72.076,0,0,0,2,0,0,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,2,iónico,0,3,2,0.0,0.0,0,0,0.6667,0.0,0.0,0.0
MgO₂,Peróxido de magnesio,Peróxido,Blanqueador dentífrico. Antifúngico.,Angular (O₂²⁻),,2,3,56.303,0,0,0,2,0,0,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,2,iónico,0,3,2,0.0,0.0,0,0,0.6667,0.0,0.0,0.0
SrO₂,Peróxido de estroncio,Peróxido,Pirotecnia. Síntesis de H₂O₂.,Angular (O₂²⁻),,2,3,119.618,0,0,0,2,0,0,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,2,iónico,0,3,2,0.0,0.0,0,0,0.6667,0.0,0.0,0.0
ZnO₂,Peróxido de zinc,Peróxido,Antiséptico. Catalizador.,Angular (O₂²⁻),,2,3,97.378,0,0,0,2,0,0,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,2,iónico,0,3,2,0.0,0.0,0,0,0.6667,0.0,0.0,0.0
TiO₂(O₂),Peróxido de titanio,Peróxido,Fotocatalizador. Descontaminación UV.,Angular (O₂²⁻),,2,4,95.864,0,0,0,3,0,0,0,1,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.75,0.25,0,0,3,iónico,0,4,3,0.0,0.0,0,0,0.75,0.0,0.0,0.0
PbO₂_perox,Peróxido de plomo,Peróxido,Oxidante en síntesis orgánica.,Angular (O₂²⁻),,2,3,239.198,0,0,0,2,0,1,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,2,iónico,0,3,2,0.0,0.0,0,0,0.6667,0.0,0.0,0.0
KO₂,Superóxido de potasio,Peróxido,Fuente de O₂. Equipo de buceo.,Angular (O₂²⁻),,2,3,71.096,0,0,0,2,0,0,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,2,iónico,0,3,2,0.0,0.0,0,0,0.6667,0.0,0.0,0.0
NaO₂,Superóxido de sodio,Peróxido,Inestable. Fuente de O₂.,Angular (O₂²⁻),,2,3,54.988,0,0,0,2,0,0,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,2,iónico,0,3,2,0.0,0.0,0,0,0.6667,0.0,0.0,0.0
RbO₂,Superóxido de rubidio,Peróxido,Fuente O₂. Laboratorio.,Angular (O₂²⁻),,2,3,117.466,0,0,0,2,0,0,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,2,iónico,0,3,2,0.0,0.0,0,0,0.6667,0.0,0.0,0.0
CsO₂,Superóxido de cesio,Peróxido,Superóxido alcalino más estable.,Angular (O₂²⁻),,2,3,164.903,0,0,0,2,0,0,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,2,iónico,0,3,2,0.0,0.0,0,0,0.6667,0.0,0.0,0.0
